Epoch Number, Total Squared Error, 
0, 4.358153, 
1, 4.338991, 
2, 4.324909, 
3, 4.314282, 
4, 4.306031, 
5, 4.299438, 
6, 4.294026, 
7, 4.289475, 
8, 4.285571, 
9, 4.282164, 
10, 4.279154, 
11, 4.276467, 
12, 4.274051, 
13, 4.271865, 
14, 4.269881, 
15, 4.268074, 
16, 4.266426, 
17, 4.264921, 
18, 4.263545, 
19, 4.262288, 
20, 4.261139, 
21, 4.260091, 
22, 4.259134, 
23, 4.258262, 
24, 4.257469, 
25, 4.256750, 
26, 4.256098, 
27, 4.255510, 
28, 4.254981, 
29, 4.254507, 
30, 4.254085, 
31, 4.253711, 
32, 4.253382, 
33, 4.253095, 
34, 4.252848, 
35, 4.252638, 
36, 4.252464, 
37, 4.252322, 
38, 4.252212, 
39, 4.252130, 
40, 4.252077, 
41, 4.252049, 
42, 4.252046, 
43, 4.252066, 
44, 4.252108, 
45, 4.252172, 
46, 4.252255, 
47, 4.252357, 
48, 4.252476, 
49, 4.252613, 
50, 4.252765, 
51, 4.252933, 
52, 4.253116, 
53, 4.253313, 
54, 4.253522, 
55, 4.253745, 
56, 4.253979, 
57, 4.254225, 
58, 4.254482, 
59, 4.254750, 
60, 4.255027, 
61, 4.255315, 
62, 4.255611, 
63, 4.255916, 
64, 4.256230, 
65, 4.256552, 
66, 4.256881, 
67, 4.257218, 
68, 4.257562, 
69, 4.257912, 
70, 4.258269, 
71, 4.258633, 
72, 4.259002, 
73, 4.259376, 
74, 4.259756, 
75, 4.260141, 
76, 4.260531, 
77, 4.260925, 
78, 4.261324, 
79, 4.261726, 
80, 4.262132, 
81, 4.262542, 
82, 4.262954, 
83, 4.263369, 
84, 4.263787, 
85, 4.264207, 
86, 4.264629, 
87, 4.265052, 
88, 4.265476, 
89, 4.265901, 
90, 4.266327, 
91, 4.266752, 
92, 4.267178, 
93, 4.267602, 
94, 4.268025, 
95, 4.268446, 
96, 4.268865, 
97, 4.269281, 
98, 4.269694, 
99, 4.270102, 
100, 4.270506, 
101, 4.270904, 
102, 4.271295, 
103, 4.271680, 
104, 4.272056, 
105, 4.272424, 
106, 4.272781, 
107, 4.273127, 
108, 4.273461, 
109, 4.273781, 
110, 4.274086, 
111, 4.274375, 
112, 4.274645, 
113, 4.274896, 
114, 4.275124, 
115, 4.275329, 
116, 4.275508, 
117, 4.275658, 
118, 4.275777, 
119, 4.275861, 
120, 4.275909, 
121, 4.275917, 
122, 4.275880, 
123, 4.275796, 
124, 4.275659, 
125, 4.275465, 
126, 4.275209, 
127, 4.274886, 
128, 4.274490, 
129, 4.274014, 
130, 4.273451, 
131, 4.272793, 
132, 4.272032, 
133, 4.271159, 
134, 4.270165, 
135, 4.269038, 
136, 4.267767, 
137, 4.266339, 
138, 4.264741, 
139, 4.262959, 
140, 4.260975, 
141, 4.258773, 
142, 4.256335, 
143, 4.253640, 
144, 4.250667, 
145, 4.247392, 
146, 4.243792, 
147, 4.239840, 
148, 4.235507, 
149, 4.230764, 
150, 4.225579, 
151, 4.219920, 
152, 4.213751, 
153, 4.207036, 
154, 4.199738, 
155, 4.191818, 
156, 4.183236, 
157, 4.173951, 
158, 4.163925, 
159, 4.153116, 
160, 4.141485, 
161, 4.128994, 
162, 4.115607, 
163, 4.101290, 
164, 4.086014, 
165, 4.069751, 
166, 4.052480, 
167, 4.034184, 
168, 4.014850, 
169, 3.994473, 
170, 3.973054, 
171, 3.950596, 
172, 3.927111, 
173, 3.902613, 
174, 3.877122, 
175, 3.850659, 
176, 3.823246, 
177, 3.794904, 
178, 3.765652, 
179, 3.735504, 
180, 3.704470, 
181, 3.672547, 
182, 3.639726, 
183, 3.605984, 
184, 3.571286, 
185, 3.535580, 
186, 3.498801, 
187, 3.460866, 
188, 3.421675, 
189, 3.381114, 
190, 3.339049, 
191, 3.295334, 
192, 3.249807, 
193, 3.202298, 
194, 3.152624, 
195, 3.100602, 
196, 3.046049, 
197, 2.988790, 
198, 2.928667, 
199, 2.865547, 
200, 2.799338, 
201, 2.729995, 
202, 2.657538, 
203, 2.582058, 
204, 2.503733, 
205, 2.422829, 
206, 2.339701, 
207, 2.254789, 
208, 2.168606, 
209, 2.081717, 
210, 1.994720, 
211, 1.908219, 
212, 1.822799, 
213, 1.739004, 
214, 1.657322, 
215, 1.578165, 
216, 1.501867, 
217, 1.428682, 
218, 1.358785, 
219, 1.292280, 
220, 1.229205, 
221, 1.169547, 
222, 1.113246, 
223, 1.060210, 
224, 1.010320, 
225, 0.963440, 
226, 0.919419, 
227, 0.878104, 
228, 0.839338, 
229, 0.802963, 
230, 0.768829, 
231, 0.736788, 
232, 0.706698, 
233, 0.678427, 
234, 0.651849, 
235, 0.626846, 
236, 0.603307, 
237, 0.581129, 
238, 0.560218, 
239, 0.540485, 
240, 0.521848, 
241, 0.504230, 
242, 0.487562, 
243, 0.471779, 
244, 0.456821, 
245, 0.442633, 
246, 0.429164, 
247, 0.416366, 
248, 0.404197, 
249, 0.392615, 
250, 0.381585, 
251, 0.371070, 
252, 0.361040, 
253, 0.351464, 
254, 0.342316, 
255, 0.333570, 
256, 0.325202, 
257, 0.317190, 
258, 0.309514, 
259, 0.302156, 
260, 0.295096, 
261, 0.288320, 
262, 0.281811, 
263, 0.275555, 
264, 0.269539, 
265, 0.263750, 
266, 0.258176, 
267, 0.252807, 
268, 0.247633, 
269, 0.242643, 
270, 0.237828, 
271, 0.233181, 
272, 0.228692, 
273, 0.224356, 
274, 0.220163, 
275, 0.216109, 
276, 0.212186, 
277, 0.208389, 
278, 0.204712, 
279, 0.201149, 
280, 0.197697, 
281, 0.194349, 
282, 0.191102, 
283, 0.187952, 
284, 0.184894, 
285, 0.181925, 
286, 0.179040, 
287, 0.176238, 
288, 0.173514, 
289, 0.170865, 
290, 0.168288, 
291, 0.165781, 
292, 0.163342, 
293, 0.160966, 
294, 0.158653, 
295, 0.156400, 
296, 0.154204, 
297, 0.152064, 
298, 0.149977, 
299, 0.147942, 
300, 0.145957, 
301, 0.144020, 
302, 0.142129, 
303, 0.140284, 
304, 0.138481, 
305, 0.136721, 
306, 0.135002, 
307, 0.133321, 
308, 0.131679, 
309, 0.130073, 
310, 0.128503, 
311, 0.126968, 
312, 0.125466, 
313, 0.123996, 
314, 0.122557, 
315, 0.121150, 
316, 0.119771, 
317, 0.118421, 
318, 0.117099, 
319, 0.115804, 
320, 0.114536, 
321, 0.113292, 
322, 0.112074, 
323, 0.110879, 
324, 0.109708, 
325, 0.108559, 
326, 0.107432, 
327, 0.106327, 
328, 0.105243, 
329, 0.104179, 
330, 0.103135, 
331, 0.102110, 
332, 0.101104, 
333, 0.100116, 
334, 0.099146, 
